dynasty_id,dynasty,reignTitle,monarch,monarchName,beginYear,endYear,label,uri
南诏,南诏,兴圣,大义宁,杨干真,930,930,南诏兴圣,http://data.library.sh.cn/authority/temporal/vuu9dcpjygbuvpgm
南诏,南诏,大明,大义宁,杨干真,931,937,南诏大明,http://data.library.sh.cn/authority/temporal/2td4ep1bzi51a1ss
吴越,吴越,长兴,,钱元瓘,932,933,吴越长兴,http://data.library.sh.cn/authority/temporal/kjrc3dps8fflggav
闽,闽,龙启,,王延翰,933,935,闽龙启,http://data.library.sh.cn/authority/temporal/49pn8tob8cgnkayp
楚,楚,应顺,,马希範,934,934,楚应顺,http://data.library.sh.cn/authority/temporal/xyt4wmmrxqr1ki8f
吴越,吴越,应顺,,钱元瓘,934,934,吴越应顺,http://data.library.sh.cn/authority/temporal/g3ooussxjqpswsgi
后唐,后唐,应顺,闵帝,李从厚,934,935,后唐应顺,http://data.library.sh.cn/authority/temporal/mjexwsvqq7kfcti9
后蜀,后蜀,明德,,孟知祥,934,937,后蜀明德,http://data.library.sh.cn/authority/temporal/d2bplhupyfqiieya
南平,南平,应顺,,高从诲,934,934,荆南应顺,http://data.library.sh.cn/authority/temporal/3kpww5ak5e4pvtet
吴,吴,天祚,,杨溥,935,937,吴天祚,http://data.library.sh.cn/authority/temporal/s53sk1dr7bzl8d2i
闽,闽,永和,,王昶,935,936,闽永和,http://data.library.sh.cn/authority/temporal/ib3fx8q7ux4zc6o7
楚,楚,清泰,,马希範,935,936,楚清泰,http://data.library.sh.cn/authority/temporal/h27yb4gy5orxslx2
南平,南平,清泰,,高从诲,935,936,荆南清泰,http://data.library.sh.cn/authority/temporal/3awalk87r23zi4js
后唐,后唐,清泰,末帝,李从珂,935,936,后唐清泰,http://data.library.sh.cn/authority/temporal/7nx1agvmifneyc4c
吴越,吴越,清泰,,钱元瓘,935,936,吴越清泰,http://data.library.sh.cn/authority/temporal/8h7tii72r9xfdq75
闽,闽,通文,,王昶,936,939,闽通文,http://data.library.sh.cn/authority/temporal/5cjwnpnuesjxs6sb
楚,楚,天福,,马希範,937,947,楚天福,http://data.library.sh.cn/authority/temporal/nrs93gczomxy2y62
吴越,吴越,天福,,钱元瓘,937,943,吴越天福,http://data.library.sh.cn/authority/temporal/w4dho87rvi6ijixm
南平,南平,天福,,高从诲,937,947,荆南天福,http://data.library.sh.cn/authority/temporal/blx2icc6q27q9xv7
后晋,后晋,天福,高祖,石敬瑭,937,944,后晋天福,http://data.library.sh.cn/authority/temporal/4t699kyebyl4m2ng
契丹,契丹,会同,辽太宗,耶律德光,938,947,契丹会同,http://data.library.sh.cn/authority/temporal/oc6sddz24988szze
南唐,南唐,昇元,,李昪,938,943,南唐昇元,http://data.library.sh.cn/authority/temporal/fjp765ilof993p5u
后蜀,后蜀,广政,,孟昶,938,960,后蜀广政,http://data.library.sh.cn/authority/temporal/waqhiu9mqpa6m6bn
闽,闽,永隆,,王曦,939,943,闽永隆,http://data.library.sh.cn/authority/temporal/ixtrvhi2ixidbz6f
大理,大理,文德,,段思平,939,940,大理文德,http://data.library.sh.cn/authority/temporal/ns5txx8funmiz5mi
大理,大理,神武,,段思平,941,944,大理神武,http://data.library.sh.cn/authority/temporal/6axcltjv28wrzaud
南汉,南汉,光天,,刘玢,942,943,南汉光天,http://data.library.sh.cn/authority/temporal/x5kts2zw5j1eray3
闽,闽,天德,,王延政,943,945,闽天德,http://data.library.sh.cn/authority/temporal/ka443b6aba5fnj78
于阗,于阗,永乐,,张遇贤,943,943,于阗永乐,http://data.library.sh.cn/authority/temporal/llkgrhqgsoniuuj1
南汉,南汉,应乾,,刘晟,943,944,南汉应乾,http://data.library.sh.cn/authority/temporal/rvievxlzr59s97qx
南唐,南唐,保大,,李璟,943,957,南唐保大,http://data.library.sh.cn/authority/temporal/5bmdfae1psxfbjzm
楚,楚,开运,,马希範,944,946,楚开运,http://data.library.sh.cn/authority/temporal/7t54r1ab44scdh5q
南汉,南汉,乾和,,刘晟,944,958,南汉乾和,http://data.library.sh.cn/authority/temporal/vd8r8ucla93jeg7f
后晋,后晋,开运,高祖,石敬瑭,944,946,后晋开运,http://data.library.sh.cn/authority/temporal/qyrb2e85rdvs6vg7
吴越,吴越,开运,,钱宏佐,944,947,吴越开运,http://data.library.sh.cn/authority/temporal/8zj2m14j9yi4erjp
南平,南平,开运,,高从诲,944,946,荆南开运,http://data.library.sh.cn/authority/temporal/j2s5blbhic4wslii
大理,大理,文经,,段思英,945,945,大理文经,http://data.library.sh.cn/authority/temporal/5iwkunwyu6794sk9
大理,大理,至治,,段思良,946,951,大理至治,http://data.library.sh.cn/authority/temporal/gpbu6cn8muyjx4aj
吴越,吴越,天福,,钱宏倧,947,947,吴越天福,http://data.library.sh.cn/authority/temporal/cd2z96vvtpb213hq
契丹,契丹,大同,辽太宗,耶律德光,947,949,契丹大同,http://data.library.sh.cn/authority/temporal/fi8k9hbjo8p6oihc
楚,楚,乾祐,,马希广,948,950,楚乾祐,http://data.library.sh.cn/authority/temporal/lreeuibbe69oa49k
南平,南平,乾祐,,高保融,948,950,荆南乾祐,http://data.library.sh.cn/authority/temporal/a6dsbcdz44e1azpi
吴越,吴越,乾祐,,钱宏俶,948,950,吴越乾祐,http://data.library.sh.cn/authority/temporal/obmes4so5z4tvebm
后汉,后汉,天福,高祖,刘知远,948,949,后汉天福,http://data.library.sh.cn/authority/temporal/nxnh8j9pemj62a3z
后汉,后汉,乾祐,隐帝,刘承祐,949,950,后汉乾祐,http://data.library.sh.cn/authority/temporal/gcoe26lbxdezyded
契丹,契丹,天禄,辽世宗,耶律阮,949,951,契丹天禄,http://data.library.sh.cn/authority/temporal/rdsqqdspdnn9p1d5
楚,楚,保大,,马希萼,950,951,楚保大,http://data.library.sh.cn/authority/temporal/e8bhoinfb3lvgghb
北汉,北汉,乾祐,,刘旻,951,956,北汉乾祐,http://data.library.sh.cn/authority/temporal/4vf4hm3gzpdr2z61
吴越,吴越,广顺,,钱宏俶,951,953,吴越广顺,http://data.library.sh.cn/authority/temporal/vr1jh59kxd94fapc
南平,南平,广顺,,高保融,951,953,荆南广顺,http://data.library.sh.cn/authority/temporal/5rap83x1wlo4dzuy
契丹,契丹,应历,辽穆宗,耶律璟,951,960,契丹应历,http://data.library.sh.cn/authority/temporal/f1c4la2w85x8to8b
大理,大理,明德,,段思聪,952,955,大理明德,http://data.library.sh.cn/authority/temporal/zxaovsmydhp6htsy
后周,后周,广顺,太祖,郭威,952,954,后周广顺,http://data.library.sh.cn/authority/temporal/o9wvpzsrb3zxju5h
南平,南平,显德,,高保融,954,960,荆南显德,http://data.library.sh.cn/authority/temporal/ab8fyb91qq79z5rb
吴越,吴越,显德,,钱宏俶,954,960,吴越显德,http://data.library.sh.cn/authority/temporal/1l97hf3ydbu6gm7s
后周,后周,显德,显德,柴荣,955,960,后周显德,http://data.library.sh.cn/authority/temporal/hb2ktreo6ts165c9
大理,大理,广德,,段思聪,956,968,大理广德,http://data.library.sh.cn/authority/temporal/8uv1kezwk7i1n6kq
北汉,北汉,天会,,刘旻,957,960,北汉天会,http://data.library.sh.cn/authority/temporal/mgcss55cy4tmic48
南唐,南唐,中兴,,李璟,958,959,南唐中兴,http://data.library.sh.cn/authority/temporal/w418fr5g7idf718w
南汉,南汉,大宝,,刘鋹,958,960,南汉大宝,http://data.library.sh.cn/authority/temporal/vcm1eok3kotfyn5l
南唐,南唐,交泰,,李璟,959,960,南唐交泰,http://data.library.sh.cn/authority/temporal/we23b1usig7r1eic
宋,宋,,,,960,1279,宋,http://data.library.sh.cn/authority/temporal/pizh5ypd5d17u795
北宋,北宋,,,,960,1126,北宋,http://data.library.sh.cn/authority/temporal/1muluhi3chuyhtw1
南唐,南唐,显德,,李璟,960,960,南唐显德,http://data.library.sh.cn/authority/temporal/n28kep6i1bj7sx7o
北宋,北宋,建隆,太祖,赵匡胤,960,963,北宋建隆,http://data.library.sh.cn/authority/temporal/nad46qs18jnswzuk
北宋,北宋,乾德,太祖,赵匡胤,963,968,北宋乾德,http://data.library.sh.cn/authority/temporal/18y8cnoqcija9xmr
北宋,北宋,开宝,太祖,赵匡胤,968,976,北宋开宝,http://data.library.sh.cn/authority/temporal/6ocg6fbfsxihzu7x
北宋,北宋,太平兴国,太宗,赵光义,976,984,北宋太平兴国,http://data.library.sh.cn/authority/temporal/bg5duyo5bpt58l56
北宋,北宋,雍熙,太宗,赵光义,984,987,北宋雍熙,http://data.library.sh.cn/authority/temporal/jfcr2z62ko1bibn8
北宋,北宋,端拱,太宗,赵光义,988,989,北宋端拱,http://data.library.sh.cn/authority/temporal/ex4i4yrqrtzbg6tb
北宋,北宋,淳化,太宗,赵光义,990,994,北宋淳化,http://data.library.sh.cn/authority/temporal/qpmhij3roh1g3983
北宋,北宋,至道,太宗,赵光义,995,997,北宋至道,http://data.library.sh.cn/authority/temporal/qy4mweypov2mklb8
北宋,北宋,咸平,真宗,赵恒,998,1003,北宋咸平,http://data.library.sh.cn/authority/temporal/9uvdqjvlwdeiwnsy
北宋,北宋,景德,真宗,赵恒,1004,1007,北宋景德,http://data.library.sh.cn/authority/temporal/wqawfcebtx7v3d2s
北宋,北宋,大中祥符,真宗,赵恒,1008,1016,北宋大中祥符,http://data.library.sh.cn/authority/temporal/8ykoevimhh4ak1j9
北宋,北宋,天禧,真宗,赵恒,1017,1021,北宋天禧,http://data.library.sh.cn/authority/temporal/g9l5pz69yenhsow5
北宋,北宋,乾兴,仁宗,赵祯,1022,1022,北宋乾兴,http://data.library.sh.cn/authority/temporal/7ry8isqvlx32g28q
北宋,北宋,天圣,仁宗,赵祯,1023,1032,北宋天圣,http://data.library.sh.cn/authority/temporal/epzq8go3nshsmcf2
北宋,北宋,明道,仁宗,赵祯,1032,1033,北宋明道,http://data.library.sh.cn/authority/temporal/sprplr19jpps2orz
北宋,北宋,景祐,仁宗,赵祯,1034,1038,北宋景祐,http://data.library.sh.cn/authority/temporal/knekefpbca9oybwb
北宋,北宋,宝元,仁宗,赵祯,1038,1040,北宋宝元,http://data.library.sh.cn/authority/temporal/motnuttnrpkt33n4
北宋,北宋,康定,仁宗,赵祯,1040,1041,北宋康定,http://data.library.sh.cn/authority/temporal/xvtj9n9pcmwqmk5v
北宋,北宋,庆历,仁宗,赵祯,1041,1048,北宋庆历,http://data.library.sh.cn/authority/temporal/yyofi9yvehoek9l8
北宋,北宋,皇祐,仁宗,赵祯,1049,1054,北宋皇祐,http://data.library.sh.cn/authority/temporal/n6qam6k6gw62ta4k
北宋,北宋,至和,仁宗,赵祯,1054,1056,北宋至和,http://data.library.sh.cn/authority/temporal/8jqql6jvcnvpw959
北宋,北宋,嘉祐,仁宗,赵祯,1056,1063,北宋嘉祐,http://data.library.sh.cn/authority/temporal/ds43fqsq79g7ftul
北宋,北宋,治平,英宗,赵曙,1064,1067,北宋治平,http://data.library.sh.cn/authority/temporal/g4kagdpcjzjij2r7
北宋,北宋,熙宁,神宗,赵顼,1068,1077,北宋熙宁,http://data.library.sh.cn/authority/temporal/flyv8bnbfa41f2xc
北宋,北宋,元丰,神宗,赵顼,1078,1085,北宋元丰,http://data.library.sh.cn/authority/temporal/jmmt1ltzkyt3ov1t
北宋,北宋,元祐,哲宗,赵煦,1086,1094,北宋元祐,http://data.library.sh.cn/authority/temporal/bmzeqxrxaczowgza
北宋,北宋,绍圣,哲宗,赵煦,1094,1098,北宋绍圣,http://data.library.sh.cn/authority/temporal/1wgwlq4jsm9x1w8h
北宋,北宋,元符,哲宗,赵煦,1098,1100,北宋元符,http://data.library.sh.cn/authority/temporal/hod7r63yx6chbwu5
北宋,北宋,建中靖国,徽宗,赵佶,1101,1101,北宋建中靖国,http://data.library.sh.cn/authority/temporal/ddao7whehoamgz3z
北宋,北宋,崇宁,徽宗,赵佶,1102,1106,北宋崇宁,http://data.library.sh.cn/authority/temporal/kj28afx16fha2dng
北宋,北宋,大观,徽宗,赵佶,1107,1110,北宋大观,http://data.library.sh.cn/authority/temporal/hxqzykxzrrftza1j
北宋,北宋,政和,徽宗,赵佶,1111,1118,北宋政和,http://data.library.sh.cn/authority/temporal/hbadbwgqnxwsdvgz
北宋,北宋,重和,徽宗,赵佶,1118,1119,北宋重和,http://data.library.sh.cn/authority/temporal/mm35rmqvpgm8wakq
北宋,北宋,宣和,徽宗,赵佶,1119,1125,北宋宣和,http://data.library.sh.cn/authority/temporal/cpubltjtbut7jo12
北宋,北宋,靖康,钦宗,赵桓,1126,1127,北宋靖康,http://data.library.sh.cn/authority/temporal/piztdfwghynmfje5
南宋,南宋,,,,1127,1279,南宋,http://data.library.sh.cn/authority/temporal/q1a7p1g2ke7vrfmi
南宋,南宋,建炎,高宗,赵构,1127,1130,南宋建炎,http://data.library.sh.cn/authority/temporal/c1utj8cnb7r2r471
南宋,南宋,绍兴,高宗,赵构,1131,1162,南宋绍兴,http://data.library.sh.cn/authority/temporal/xqhuj1xtntnzkobw
南宋,南宋,隆兴,孝宗,赵眘,1163,1164,南宋隆兴,http://data.library.sh.cn/authority/temporal/4eweu6acc1hannl1
南宋,南宋,乾道,孝宗,赵眘,1165,1173,南宋乾道,http://data.library.sh.cn/authority/temporal/drxafuw7q5rjt4h9
南宋,南宋,淳熙,孝宗,赵眘,1174,1189,南宋淳熙,http://data.library.sh.cn/authority/temporal/8idikrl33m8wjj5a
南宋,南宋,绍熙,光宗,赵惇,1190,1194,南宋绍熙,http://data.library.sh.cn/authority/temporal/vkjzmf3ibzillame
南宋,南宋,庆元,宁宗,赵扩,1195,1200,南宋庆元,http://data.library.sh.cn/authority/temporal/vk422w48p7jnnv9m
南宋,南宋,嘉泰,宁宗,赵扩,1201,1204,南宋嘉泰,http://data.library.sh.cn/authority/temporal/dpxwlzpqvrrgknwq
南宋,南宋,开禧,宁宗,赵扩,1205,1207,南宋开禧,http://data.library.sh.cn/authority/temporal/jfbpr9mldw3bsejz
南宋,南宋,嘉定,宁宗,赵扩,1208,1224,南宋嘉定,http://data.library.sh.cn/authority/temporal/4rqcgk86d9kosozm
南宋,南宋,宝庆,理宗,赵昀,1225,1227,南宋宝庆,http://data.library.sh.cn/authority/temporal/hxja9vuy8xlci942
南宋,南宋,绍定,理宗,赵昀,1228,1233,南宋绍定,http://data.library.sh.cn/authority/temporal/elidknupog4fgxpx
南宋,南宋,端平,理宗,赵昀,1234,1236,南宋端平,http://data.library.sh.cn/authority/temporal/1q2zspkbu6rghgwy
南宋,南宋,嘉熙,理宗,赵昀,1237,1240,南宋嘉熙,http://data.library.sh.cn/authority/temporal/gm3qslcoxoxun941
南宋,南宋,淳祐,理宗,赵昀,1241,1252,南宋淳祐,http://data.library.sh.cn/authority/temporal/brifkmq2nrzc5dkc
南宋,南宋,宝祐,理宗,赵昀,1253,1258,南宋宝祐,http://data.library.sh.cn/authority/temporal/wxx81yllfhuybldg
南宋,南宋,开庆,理宗,赵昀,1259,1259,南宋开庆,http://data.library.sh.cn/authority/temporal/lda4qw45yme2xzmj
元,元,中统,世祖,孛儿只斤忽必烈,1260,1264,元中统,http://data.library.sh.cn/authority/temporal/u4ioe7oedl7hilhn
南宋,南宋,景定,理宗,赵昀,1260,1264,南宋景定,http://data.library.sh.cn/authority/temporal/rtj3nzspzvjl3ifi
元,元,至元,世祖,孛儿只斤忽必烈,1264,1293,元至元,http://data.library.sh.cn/authority/temporal/7qedbwm2njyysc55
南宋,南宋,咸淳,度宗,赵禥,1265,1274,南宋咸淳,http://data.library.sh.cn/authority/temporal/8jz9cpabvoixpla6
南宋,南宋,德祐,恭帝,赵显,1275,1276,南宋德祐,http://data.library.sh.cn/authority/temporal/i2cba9z7ke1cskop
南宋,南宋,景炎,端宗,赵昰,1276,1278,南宋景炎,http://data.library.sh.cn/authority/temporal/6wbzscfnaxostrlq
南宋,南宋,祥兴,端宗,赵昺,1278,1279,南宋祥兴,http://data.library.sh.cn/authority/temporal/p58nvzeo14jor6xf
元,元,,,,1279,1368,元,http://data.library.sh.cn/authority/temporal/qafeg12mhoqfidor
元,元,元贞,成宗,孛儿只斤铁穆耳,1295,1296,元元贞,http://data.library.sh.cn/authority/temporal/f6aqji6bvzizbel1
元,元,大德,成宗,孛儿只斤铁穆耳,1297,1307,元大德,http://data.library.sh.cn/authority/temporal/tkmb1ndaswrin21e
元,元,至大,武宗,孛儿只斤海山,1308,1311,元至大,http://data.library.sh.cn/authority/temporal/2uhzo6iisjya9lmf
元,元,皇庆,仁宗,孛儿只斤爱育黎拔力八达,1312,1313,元皇庆,http://data.library.sh.cn/authority/temporal/4so6xfgv15jpny3x
元,元,延祐,仁宗,孛儿只斤爱育黎拔力八达,1314,1320,元延祐,http://data.library.sh.cn/authority/temporal/x7ufnrvlqba5xd6z
元,元,至治,英宗,孛儿只斤硕德八剌,1321,1323,元至治,http://data.library.sh.cn/authority/temporal/5gt5qnbeszrncw9f
元,元,泰定,泰定帝,孛儿只斤也孙铁木耳,1324,1328,元泰定,http://data.library.sh.cn/authority/temporal/7tdi42ebkyxkpy73
元,元,天历,文宗,孛儿只斤图帖睦耳,1328,1330,元天历,http://data.library.sh.cn/authority/temporal/36sic4v3jg58ub9x
元,元,致和,泰定帝,孛儿只斤也孙铁木耳,1328,1328,元致和,http://data.library.sh.cn/authority/temporal/cnpiv3j8qbauuyxg
元,元,至顺,文宗,孛儿只斤图帖睦耳,1330,1333,元至顺,http://data.library.sh.cn/authority/temporal/lhaq45cnj18eenny
元,元,元统,惠宗,孛儿只斤妥懽帖睦尔,1333,1335,元元统,http://data.library.sh.cn/authority/temporal/2umtd2fnfcq666j3
元,元,至元,惠宗,孛儿只斤妥懽帖睦尔,1335,1340,元至元,http://data.library.sh.cn/authority/temporal/rghetm4hn9imbl8f
元,元,至正,惠宗,孛儿只斤妥懽帖睦尔,1341,1370,元至正,http://data.library.sh.cn/authority/temporal/p77tfazo3es795ad
明,明,,,,1368,1644,明,http://data.library.sh.cn/authority/temporal/yex4deivsad41p9q
明,明,洪武,太祖,朱元璋,1368,1398,明洪武,http://data.library.sh.cn/authority/temporal/3rwxdjxxfz5bhff9
明,明,建文,惠帝,朱允炆,1399,1402,明建文,http://data.library.sh.cn/authority/temporal/yekvrzalopfv4bmv
明,明,永乐,成祖,朱棣,1403,1424,明永乐,http://data.library.sh.cn/authority/temporal/n6dtur51h1jk1u11
明,明,洪熙,仁宗,朱高炽,1425,1425,明洪熙,http://data.library.sh.cn/authority/temporal/5acswdyuw55zd1jp
明,明,宣德,宣宗,朱瞻基,1426,1435,明宣德,http://data.library.sh.cn/authority/temporal/v92gfnypq8m7sgtp
明,明,正统,英宗,朱祁镇,1436,1449,明正统,http://data.library.sh.cn/authority/temporal/rm9xibzyqobmeogl
明,明,景泰,代宗,朱祁钰,1450,1456,明景泰,http://data.library.sh.cn/authority/temporal/pvh2ppbntu1twhsd
明,明,天顺,英宗,朱祁镇,1457,1464,明天顺,http://data.library.sh.cn/authority/temporal/7nz2lnpyajmegy2b
明,明,成化,宪宗,朱见深,1465,1487,明成化,http://data.library.sh.cn/authority/temporal/vuhmb9kbcl273to9
明,明,弘治,孝宗,朱祐樘,1488,1505,明弘治,http://data.library.sh.cn/authority/temporal/4wbtpj5t1ic1zcxr
明,明,正德,武宗,朱厚照,1506,1521,明正德,http://data.library.sh.cn/authority/temporal/fs84xbryajw6b42u
明,明,嘉靖,世宗,朱厚熜,1522,1566,明嘉靖,http://data.library.sh.cn/authority/temporal/kfeeztmf3q8vval6
明,明,隆庆,穆宗,朱载垕,1567,1572,明隆庆,http://data.library.sh.cn/authority/temporal/phxtzrbds3cb84mj
明,明,万历,神宗,朱翊钧,1573,1620,明万历,http://data.library.sh.cn/authority/temporal/ex8mn4mcjy6sybax
清,清,天命,太祖,爱新觉罗努尔哈赤,1616,1626,清天命,http://data.library.sh.cn/authority/temporal/rla1irawwcwruud9
明,明,泰昌,光宗,朱常洛,1620,1620,明泰昌,http://data.library.sh.cn/authority/temporal/uproyet5mr9xgjp6
明,明,天启,熹宗,朱由校,1621,1627,明天启,http://data.library.sh.cn/authority/temporal/ur9jxa1pup1g1jen
清,清,天聪,太宗,爱新觉罗皇太极,1627,1635,清天聪,http://data.library.sh.cn/authority/temporal/rktj3qmedd6mzbuu
明,明,崇祯,思宗,朱由检,1628,1644,明崇祯,http://data.library.sh.cn/authority/temporal/sx2f15cnq8yjeqmb
清,清,崇德,太宗,爱新觉罗皇太极,1637,1643,清崇德,http://data.library.sh.cn/authority/temporal/34lt68a5osifrmu3
清,清,,,,1644,1911,清,http://data.library.sh.cn/authority/temporal/7ase6ple2nud826q
南明,南明,,,,1644,1683,南明,http://data.library.sh.cn/authority/temporal/n13f9bi8595hz274
清,清,顺治,世祖,爱新觉罗福临,1644,1661,清顺治,http://data.library.sh.cn/authority/temporal/yxpdzbaihbpewrap
南明,南明,隆武,唐王,朱聿键,1645,1646,南明隆武,http://data.library.sh.cn/authority/temporal/bt91q7mag4zyy14o
南明,南明,弘光,福王,朱由崧,1645,1646,南明弘光,http://data.library.sh.cn/authority/temporal/xdfcffdacxdla2fb
南明,南明,定武,韩王,朱本鉝,1646,1663,南明定武,http://data.library.sh.cn/authority/temporal/thmqd7pixsarpvud
南明,南明,绍武,唐王,朱聿鐭,1646,1646,南明绍武,http://data.library.sh.cn/authority/temporal/fia9nu7gybdigs9o
南明,南明,永历,桂王,朱由榔,1646,1661,南明永历,http://data.library.sh.cn/authority/temporal/o7ghzlgytgjry6y8
清,清,康熙,圣祖,爱新觉罗玄烨,1662,1722,清康熙,http://data.library.sh.cn/authority/temporal/toj2l37qbhwcz4bc
清,清,雍正,世宗,爱新觉罗胤禛,1723,1735,清雍正,http://data.library.sh.cn/authority/temporal/xk8iu2cwc7czhjv5
清,清,乾隆,高宗,爱新觉罗弘历,1736,1795,清乾隆,http://data.library.sh.cn/authority/temporal/q5631ocxr99ozj67
清,清,嘉庆,仁宗,爱新觉罗颙琰,1796,1820,清嘉庆,http://data.library.sh.cn/authority/temporal/y7nc46vdun3415r7
清,清,道光,宣宗,爱新觉罗旻宁,1821,1850,清道光,http://data.library.sh.cn/authority/temporal/hm3xtdntmwv4q44c
清,清,咸丰,文宗,爱新觉罗奕詝,1851,1861,清咸丰,http://data.library.sh.cn/authority/temporal/de2rjw7ed5qgpztb
清,清,同治,穆宗,爱新觉罗载淳,1862,1874,清同治,http://data.library.sh.cn/authority/temporal/3vzqg839qs4kcik7
清,清,光绪,德宗,爱新觉罗载湉,1875,1908,清光绪,http://data.library.sh.cn/authority/temporal/97gz23pcrl1j7jem
清,清,宣统,,爱新觉罗溥仪,1909,1911,清宣统,http://data.library.sh.cn/authority/temporal/3d36n7lg1nw4vh1j
民国,民国,,,,1912,1949,民国,http://data.library.sh.cn/authority/temporal/7sl8ulx4ouipdbg2
当代,当代,,,,1950,9999,当代,http://data.library.sh.cn/authority/temporal/j6mijtwmcfzq3t8b
